,ios_file_size,ios_all_ratings,ios_current_ratings,android_total_ratings,android_avg_rating,android_file_size,android_rating_4,android_rating_5,android_rating_2,android_rating_3,android_rating_1
"2016,10,04,12,20,00",258,223127,2805,"6,558,011",4.1,76,"802,261","4,088,606","266,731","494,583","905,830"
"2016,09,01,19,20,00",211,212010,5331,"5,551,875",4.1,61,"688,622","3,472,880","232,321","430,888","727,164"
"2016,10,16,16,40,00",251,225646,1097,"6,740,537",4.0,77,"823,425","4,195,930","274,207","508,317","938,658"
"2016,08,18,00,20,00",106,203567,10273,"4,912,451",4.1,61,"611,490","3,060,354","209,529","384,747","646,331"
"2016,08,18,22,30,00",106,204144,10932,"4,964,997",4.1,61,"617,411","3,093,323","211,504","388,760","653,999"
"2016,10,07,07,50,00",258,223479,3256,"6,588,895",4.1,76,"805,504","4,106,505","268,085","497,030","911,771"
"2016,09,29,09,00,00",258,222233,1761,"6,481,846",4.1,76,"794,623","4,043,745","263,367","488,939","891,172"
"2016,09,20,17,00,00",258,220042,1945,"6,253,711",4.1,77,"765,939","3,904,349","254,864","472,681","855,878"
"2016,10,12,06,30,00",258,224252,4191,"6,654,240",4.0,android_file_size not found,"812,419","4,145,117","270,943","502,061","923,700"
"2016,10,01,03,30,00",258,222537,2123,"6,508,113",4.1,76,"797,247","4,059,137","264,484","490,924","896,321"
"2016,10,05,12,40,00",258,223236,2941,"6,568,953",4.1,76,"803,433","4,094,976","267,221","495,444","907,879"
"2016,09,17,08,50,00",258,218737,451,"6,136,460",4.1,77,"753,528","3,835,471","249,912","464,990","832,559"
"2016,07,29,03,40,00",110,120352,19710,"1,769,184",3.9,58,"236,747","1,017,772","93,022","162,255","259,388"
"2016,09,13,09,40,00",211,216520,10557,"5,921,810",4.1,android_file_size not found,"732,073","3,721,274","243,115","454,510","770,838"
"2016,08,10,23,10,00",106,195188,ios_current_ratings not found,"4,255,599",4.1,61,"531,958","2,646,624","183,558","330,480","562,979"
"2016,10,17,14,20,00",251,225929,1534,"6,751,465",4.0,77,"824,361","4,201,770","274,817","509,078","941,439"
"2016,07,31,01,30,00",104,123267,1261,"1,852,512",4.0,60,"248,481","1,072,098","95,986","168,615","267,332"
"2016,10,29,08,00,00",259,229715,1423,"6,953,635",4.0,android_file_size not found,"851,349","4,322,964","282,956","524,895","971,471"
"2016,08,20,01,00,00",106,204972,11899,"5,009,373",4.1,61,"622,396","3,121,338","213,166","392,073","660,400"
"2016,07,22,02,10,00",110,109369,7759,"1,357,265",3.9,58,"177,363","771,895","74,479","124,537","208,991"
"2016,10,02,17,40,00",258,222882,2511,"6,540,951",4.1,76,"800,460","4,079,064","265,887","493,209","902,331"
"2016,08,27,23,20,00",211,210222,3175,"5,408,700",4.1,61,"671,981","3,380,933","226,613","420,123","709,050"
"2016,08,21,13,40,00",106,205883,12919,"5,079,804",4.1,61,"630,493","3,166,586","215,801","397,231","669,693"
"2016,08,23,19,30,00",106,207458,14752,"5,188,387",4.1,android_file_size not found,"644,367","3,236,240","219,245","404,786","683,749"
"2016,08,30,13,10,00",211,211280,4462,"5,494,111",4.1,61,"681,847","3,435,968","229,990","426,406","719,900"
"2016,08,13,11,10,00",106,199147,5176,"4,566,980",4.1,61,"570,939","2,844,211","195,883","356,524","599,423"
"2016,08,03,14,40,00",104,168277,26408,"2,084,252",3.9,60,"272,910","1,168,112","111,048","183,428","348,754"
"2016,09,28,00,00,00",258,222012,1498,"6,457,773",4.1,76,"791,973","4,030,054","262,278","487,088","886,380"
"2016,08,28,20,10,00",211,210689,3742,"5,443,683",4.1,61,"675,935","3,403,583","227,923","422,667","713,575"
"2016,09,26,02,50,00",258,221467,887,"6,384,748",4.1,76,"781,025","3,985,990","259,823","481,822","876,088"
"2016,09,16,23,40,00",258,218632,335,"6,120,285",4.1,77,"751,515","3,825,750","249,333","464,010","829,677"
"2016,10,16,00,40,00",251,225429,783,"6,731,130",4.0,77,"822,354","4,190,459","273,769","507,622","936,926"
"2016,09,25,11,20,00",258,221285,662,"6,362,762",4.1,76,"778,142","3,971,460","259,077","480,265","873,818"
"2016,10,13,07,10,00",251,224468,134,"6,677,996",4.0,77,"815,535","4,158,994","271,832","503,861","927,774"
"2016,08,26,15,40,00",211,208290,843,"5,348,087",4.1,61,"665,309","3,340,895","224,476","415,786","701,621"
"2016,10,24,17,10,00",259,227627,ios_current_ratings not found,"6,834,749",4.0,android_file_size not found,"834,459","4,249,888","278,567","515,697","956,138"
"2016,09,01,09,20,00",211,211855,5147,"5,542,201",4.1,61,"687,500","3,466,691","231,950","430,133","725,927"
"2016,09,24,23,20,00",258,221203,559,"6,350,157",4.1,android_file_size not found,"776,747","3,963,455","258,557","479,376","872,022"
"2016,10,20,11,50,00",251,226821,2667,"6,788,810",4.0,77,"829,528","4,222,662","276,526","512,258","947,836"
"2016,10,23,00,10,00",251,227388,3344,"6,816,139",4.0,77,"832,416","4,239,138","277,695","514,286","952,604"
"2016,10,27,11,20,00",259,228864,425,"6,908,175",4.0,android_file_size not found,"846,622","4,296,656","280,965","521,538","962,394"
"2016,10,16,15,30,00",251,225646,1097,"6,740,537",4.0,77,"823,425","4,195,930","274,207","508,317","938,658"
"2016,10,04,20,00,00",258,223172,2862,"6,562,216",4.1,76,"802,705","4,091,100","266,892","494,917","906,602"
"2016,08,03,05,10,00",104,167588,25667,"2,063,623",3.9,60,"270,414","1,157,971","109,692","181,761","343,785"
"2016,08,07,16,40,00",104,184325,43993,"3,458,039",4.0,60,"416,501","2,121,474","157,774","270,360","491,930"
"2016,08,03,11,00,00",104,167588,25667,"2,075,271",3.9,60,"271,723","1,163,411","110,562","182,730","346,845"
"2016,09,01,18,00,00",211,211903,5198,"5,551,875",4.1,61,"688,622","3,472,880","232,321","430,888","727,164"
"2016,10,30,15,00,00",259,230174,1937,"6,981,267",4.0,android_file_size not found,"853,878","4,339,069","284,108","526,860","977,352"
"2016,10,26,16,10,00",259,228209,858,"6,873,786",4.0,android_file_size not found,"840,219","4,274,212","280,167","518,817","960,371"
"2016,07,24,14,30,00",110,113752,12531,"1,537,958",3.9,58,"203,436","879,123","82,695","141,018","231,686"
"2016,10,18,04,00,00",251,226257,1939,"6,762,299",4.0,77,"826,118","4,207,813","275,284","510,028","943,056"
"2016,08,16,20,50,00",106,202623,9188,"4,855,651",4.1,61,"604,929","3,025,109","207,362","380,062","638,189"
"2016,07,23,17,00,00",110,112504,11183,"1,470,898",3.9,58,"193,563","836,130","80,338","135,795","225,072"
"2016,08,26,23,20,00",211,208290,843,"5,363,677",4.1,61,"667,072","3,351,350","225,016","416,826","703,413"
"2016,08,15,04,30,00",106,200998,7362,"4,740,414",4.1,61,"591,358","2,953,833","202,717","370,658","621,848"
"2016,10,09,04,20,00",258,223826,3676,"6,616,575",4.1,76,"808,212","4,123,235","269,169","499,077","916,882"
"2016,08,31,07,40,00",211,211588,4827,"5,512,504",4.1,61,"684,060","3,447,739","230,791","427,813","722,101"
"2016,10,03,04,20,00",258,222986,2635,"6,544,826",4.1,76,"800,815","4,081,321","266,063","493,520","903,107"
"2016,09,09,03,20,00",211,215080,8836,"5,750,467",4.1,61,"711,828","3,605,934","239,157","445,068","748,480"
"2016,08,12,05,00,00",106,197756,3457,"4,437,688",4.1,61,"556,123","2,761,663","190,664","345,917","583,321"
"2016,10,15,12,50,00",251,225047,295,"6,719,096",4.0,77,"820,736","4,182,760","273,471","506,800","935,329"
"2016,07,22,07,30,00",110,109777,8435,"1,370,721",3.9,58,"179,345","779,256","75,228","125,886","211,006"
"2016,10,22,11,20,00",251,227206,3133,"6,808,324",4.0,77,"831,631","4,234,217","277,383","513,711","951,382"
"2016,09,20,02,30,00",258,219928,1815,"6,238,442",4.1,77,"764,355","3,895,788","254,100","471,652","852,547"
"2016,10,27,14,30,00",259,228864,425,"6,908,175",4.0,android_file_size not found,"846,622","4,296,656","280,965","521,538","962,394"
"2016,10,05,09,40,00",258,223236,2941,"6,568,953",4.1,76,"803,433","4,094,976","267,221","495,444","907,879"
"2016,08,01,08,10,00",104,145942,ios_current_ratings not found,"1,973,793",3.9,60,"261,664","1,123,889","102,664","174,776","310,800"
"2016,10,25,18,40,00",259,227942,453,"6,855,390",4.0,android_file_size not found,"837,382","4,261,812","279,645","517,498","959,053"
"2016,10,17,10,40,00",251,225929,1534,"6,749,527",4.0,77,"824,196","4,200,732","274,697","508,929","940,973"
"2016,09,09,06,50,00",211,215080,8836,"5,752,874",4.1,61,"712,120","3,607,500","239,235","445,251","748,768"
"2016,09,14,08,50,00",260,217310,840,"5,986,688",4.1,77,"738,965","3,755,623","244,611","457,011","790,478"
"2016,09,04,02,00,00",211,213115,6582,"5,625,059",4.1,61,"697,004","3,521,712","234,783","436,180","735,380"
"2016,10,09,16,50,00",258,223940,3810,"6,625,163",4.1,76,"809,075","4,128,346","269,543","499,706","918,493"
"2016,07,26,02,00,00",110,116413,15410,"1,634,118",3.9,58,"217,470","938,186","86,646","149,177","242,639"
"2016,07,25,16,10,00",110,115753,14707,"1,607,139",3.9,58,"213,478","921,450","85,601","146,878","239,732"
"2016,10,03,03,00,00",258,222986,2635,"6,544,826",4.1,76,"800,815","4,081,321","266,063","493,520","903,107"
"2016,09,07,20,00,00",211,214706,8402,"5,720,778",4.1,61,"708,188","3,586,019","238,103","443,007","745,461"
"2016,10,04,22,30,00",258,223172,2862,"6,564,096",4.1,76,"802,888","4,092,185","267,001","495,041","906,981"
"2016,10,08,00,00,00",258,223610,3409,"6,598,203",4.1,76,"806,455","4,112,018","268,468","497,695","913,567"
"2016,07,30,20,40,00",104,122089,ios_current_ratings not found,"1,839,321",3.9,60,"246,069","1,063,056","95,647","167,821","266,728"
"2016,07,27,16,20,00",110,118437,17620,"1,709,323",3.9,58,"228,179","982,562","90,117","156,449","252,016"
"2016,10,04,17,30,00",258,223146,2832,"6,562,216",4.1,76,"802,705","4,091,100","266,892","494,917","906,602"
"2016,08,29,15,10,00",211,210986,4103,"5,463,809",4.1,61,"678,251","3,416,311","228,812","424,251","716,184"
"2016,10,30,15,10,00",259,230174,1937,"6,981,267",4.0,android_file_size not found,"853,878","4,339,069","284,108","526,860","977,352"
"2016,07,24,16,00,00",110,114078,12883,"1,537,958",3.9,58,"203,436","879,123","82,695","141,018","231,686"
"2016,09,21,23,40,00",258,220425,2380,"6,279,326",4.1,77,"768,626","3,919,184","255,998","474,497","861,021"
"2016,10,15,06,50,00",251,224965,198,"6,714,452",4.0,77,"820,210","4,179,988","273,293","506,486","934,475"
"2016,10,07,15,10,00",258,223494,3271,"6,593,780",4.1,76,"806,011","4,109,443","268,263","497,390","912,673"
"2016,09,25,07,20,00",258,221244,606,"6,358,608",4.1,android_file_size not found,"777,713","3,968,831","258,930","479,951","873,183"
"2016,09,05,04,40,00",211,213605,7143,"5,658,449",4.1,61,"700,750","3,544,058","235,996","438,551","739,094"
"2016,10,02,10,30,00",258,222791,2411,"6,533,911",4.1,76,"799,748","4,074,815","265,604","492,728","901,016"
"2016,10,12,16,30,00",258,224338,4301,"6,662,903",4.0,77,"813,476","4,150,207","271,336","502,732","925,152"
"2016,10,29,09,50,00",259,229715,1423,"6,953,635",4.0,android_file_size not found,"851,349","4,322,964","282,956","524,895","971,471"
"2016,09,06,04,40,00",211,214098,7701,"5,680,988",4.1,61,"703,394","3,559,261","236,764","440,157","741,412"
"2016,09,09,20,10,00",211,215230,9017,"5,765,856",4.1,61,"713,560","3,616,228","239,718","446,157","750,193"
"2016,07,31,22,20,00",104,139213,17856,"1,954,991",3.9,60,"259,919","1,117,313","101,244","173,651","302,864"
"2016,08,18,11,00,00",106,203727,10459,"4,936,502",4.1,61,"614,228","3,074,988","210,484","386,642","650,160"
"2016,09,09,18,10,00",211,215179,8957,"5,765,856",4.1,61,"713,560","3,616,228","239,718","446,157","750,193"
"2016,10,31,16,50,00",259,230525,2353,"7,000,917",4.0,android_file_size not found,"855,800","4,350,128","284,956","528,354","981,679"
"2016,10,09,00,20,00",258,223826,3676,"6,614,859",4.1,76,"808,039","4,122,180","269,101","498,951","916,588"
"2016,09,08,10,30,00",211,214896,8622,"5,734,929",4.1,61,"709,912","3,595,489","238,620","444,020","746,888"
"2016,08,24,23,30,00",106,208290,843,"5,273,355",4.1,61,"656,214","3,293,096","221,634","410,287","692,124"
"2016,08,22,09,00,00",106,206553,13668,"5,112,470",4.1,61,"634,469","3,187,524","216,964","399,646","673,867"
"2016,08,29,22,30,00",211,211074,4208,"5,475,269",4.1,61,"679,568","3,423,828","229,253","425,048","717,572"
"2016,10,14,14,50,00",251,224753,ios_current_ratings not found,"6,701,495",4.0,77,"818,620","4,172,312","272,784","505,564","932,215"
"2016,09,27,15,00,00",258,221915,1301,"6,449,817",4.1,76,"791,033","4,025,459","261,983","486,511","884,831"
"2016,08,14,21,00,00",106,200767,7084,"4,718,500",4.1,61,"588,623","2,940,476","201,843","368,732","618,826"
"2016,09,11,23,20,00",211,216081,10026,"5,863,483",4.1,android_file_size not found,"724,906","3,682,849","241,698","451,359","762,671"
"2016,08,29,15,00,00",211,210986,4103,"5,463,809",4.1,61,"678,251","3,416,311","228,812","424,251","716,184"
"2016,08,01,10,50,00",104,145942,ios_current_ratings not found,"1,986,512",3.9,60,"262,817","1,128,473","103,629","175,680","315,913"
"2016,10,20,04,30,00",251,226790,2612,"6,786,168",4.0,77,"829,209","4,221,351","276,381","511,998","947,229"
"2016,09,02,14,20,00",211,212269,5620,"5,573,291",4.1,61,"691,088","3,486,774","233,112","432,470","729,847"
"2016,09,16,06,00,00",260,218242,1980,"6,082,446",4.1,77,"747,776","3,804,202","247,947","461,729","820,792"
"2016,09,28,10,30,00",258,222062,1552,"6,466,097",4.1,76,"792,946","4,034,793","262,632","487,696","888,030"
"2016,08,11,22,20,00",106,197217,2796,"4,401,839",4.1,61,"551,491","2,739,241","189,208","342,960","578,939"
"2016,09,18,15,00,00",258,219324,1240,"6,202,648",4.1,77,"760,511","3,875,313","252,543","469,145","845,136"
"2016,09,24,02,20,00",258,220799,ios_current_ratings not found,"6,320,585",4.1,76,"773,127","3,943,906","257,610","477,401","868,541"
"2016,09,13,09,30,00",211,216520,10557,"5,921,810",4.1,android_file_size not found,"732,073","3,721,274","243,115","454,510","770,838"
"2016,09,29,05,10,00",258,222192,1717,"6,479,744",4.1,76,"794,384","4,042,556","263,262","488,763","890,779"
"2016,09,22,22,00,00",258,220550,2527,"6,293,046",4.1,77,"770,037","3,927,396","256,495","475,522","863,596"
"2016,07,27,13,20,00",110,118141,17296,"1,709,323",3.9,58,"228,179","982,562","90,117","156,449","252,016"
"2016,08,24,11,00,00",106,208040,545,"5,240,763",4.1,61,"651,860","3,271,449","220,616","408,113","688,725"
"2016,09,05,09,50,00",211,213695,7255,"5,662,447",4.1,61,"701,213","3,546,618","236,148","438,877","739,591"
"2016,10,17,19,40,00",251,226096,1754,"6,755,213",4.0,77,"824,933","4,204,023","274,918","509,409","941,930"
"2016,09,13,00,40,00",211,216424,10440,"5,910,397",4.1,android_file_size not found,"730,549","3,714,253","242,771","453,829","768,995"
"2016,08,21,06,40,00",106,205775,12799,"5,071,245",4.1,61,"629,462","3,161,180","215,513","396,583","668,507"
"2016,09,26,22,50,00",258,221706,1152,"6,433,000",4.1,76,"788,890","4,015,775","261,291","485,349","881,695"
"2016,09,17,06,00,00",258,218737,451,"6,128,161",4.1,77,"752,556","3,830,492","249,618","464,478","831,017"
"2016,07,30,21,10,00",104,122089,ios_current_ratings not found,"1,839,321",3.9,60,"246,069","1,063,056","95,647","167,821","266,728"
"2016,09,07,14,00,00",211,214544,8211,"5,715,656",4.1,61,"707,641","3,582,388","237,983","442,680","744,964"
"2016,09,03,09,50,00",211,212615,6020,"5,600,163",4.1,61,"694,278","3,504,845","234,016","434,361","732,663"
"2016,08,10,15,40,00",106,193841,7999,"4,220,793",4.1,61,"527,497","2,624,080","182,235","327,628","559,353"
"2016,10,03,01,30,00",258,222986,2635,"6,544,826",4.1,76,"800,815","4,081,321","266,063","493,520","903,107"
"2016,09,05,16,00,00",211,213868,7447,"5,667,845",4.1,61,"701,795","3,550,368","236,329","439,246","740,107"
"2016,10,05,08,40,00",258,223236,2941,"6,566,755",4.1,76,"803,202","4,093,686","267,131","495,242","907,494"
"2016,09,28,11,30,00",258,222089,1582,"6,466,097",4.1,76,"792,946","4,034,793","262,632","487,696","888,030"
"2016,10,17,22,30,00",251,226096,1754,"6,760,072",4.0,77,"825,758","4,206,696","275,156","509,808","942,654"
"2016,09,05,20,30,00",211,213991,7584,"5,673,114",4.1,61,"702,408","3,554,013","236,480","439,601","740,612"
"2016,10,28,09,30,00",259,229333,985,"6,928,701",4.0,android_file_size not found,"848,871","4,308,441","281,864","523,134","966,391"
"2016,10,08,16,50,00",258,223735,3567,"6,609,533",4.1,76,"807,528","4,118,870","268,896","498,556","915,683"
"2016,08,22,02,40,00",106,206404,13496,"5,107,733",4.1,61,"633,908","3,184,610","216,777","399,240","673,198"
"2016,08,20,08,50,00",106,205128,12074,"5,022,096",4.1,61,"623,853","3,129,461","213,642","393,046","662,094"
"2016,10,19,04,40,00",251,226557,2313,"6,775,803",4.0,77,"828,030","4,215,558","275,872","511,156","945,187"
"2016,08,18,00,30,00",106,203567,10273,"4,912,451",4.1,61,"611,490","3,060,354","209,529","384,747","646,331"
"2016,09,01,16,40,00",211,211903,5198,"5,551,875",4.1,61,"688,622","3,472,880","232,321","430,888","727,164"
"2016,07,24,01,00,00",110,113230,11969,"1,484,475",3.9,58,"195,668","844,269","80,896","137,131","226,511"
"2016,09,11,15,40,00",211,215920,9840,"5,846,336",4.1,android_file_size not found,"722,748","3,671,452","241,346","450,363","760,427"
"2016,07,31,06,30,00",104,124716,2889,"1,879,972",4.0,60,"253,295","1,090,356","96,684","170,175","269,462"
"2016,08,17,05,40,00",106,202826,9419,"4,873,284",4.1,61,"606,975","3,035,946","208,017","381,636","640,710"
"2016,10,14,14,10,00",251,224753,ios_current_ratings not found,"6,701,495",4.0,77,"818,620","4,172,312","272,784","505,564","932,215"
"2016,10,22,09,00,00",251,227206,3133,"6,806,980",4.0,77,"831,484","4,233,400","277,317","513,621","951,158"
"2016,09,25,14,50,00",258,221285,662,"6,368,831",4.1,76,"778,755","3,975,395","259,322","480,683","874,676"
"2016,10,12,00,40,00",258,224252,4191,"6,652,525",4.0,android_file_size not found,"812,199","4,144,118","270,853","501,943","923,412"
"2016,07,25,21,40,00",110,116113,15087,"1,628,427",3.9,58,"216,592","934,783","86,373","148,675","242,004"
"2016,10,17,14,30,00",251,225929,1534,"6,751,465",4.0,77,"824,361","4,201,770","274,817","509,078","941,439"
"2016,07,23,21,40,00",110,112856,11566,"1,478,893",3.9,58,"194,810","840,977","80,634","136,578","225,894"
"2016,08,14,20,50,00",106,200767,7084,"4,718,500",4.1,61,"588,623","2,940,476","201,843","368,732","618,826"
"2016,08,10,23,00,00",106,194409,ios_current_ratings not found,"4,255,599",4.1,61,"531,958","2,646,624","183,558","330,480","562,979"
"2016,10,27,18,10,00",259,229026,627,"6,913,110",4.0,android_file_size not found,"847,233","4,299,665","281,168","521,881","963,163"
